source,target,condition,significance,log2fc,level,n_cells_condition,n_cells_control,cell_line
TSEN34,PIAS4,TSEN34+ctrl,0.0483235399058031,0.7676263,Yes,176,11485,K562
TSEN34,ZNF480,TSEN34+ctrl,0.039359687848898,0.6782117,Yes,176,11485,K562
TSEN34,SMARCB1,TSEN34+ctrl,0.3443379876319802,0.09071517,No,176,11485,K562
TSEN34,DCTPP1,TSEN34+ctrl,0.0493787469260181,0.18176568,No,176,11485,K562
TSEN34,ZFP64,TSEN34+ctrl,0.9210014370443677,0.018334627,No,176,11485,K562
XPO5,MAPK6,XPO5+ctrl,5.046319395366521e-06,0.6579438,Yes,164,11485,K562
XPO5,KPNA5,XPO5+ctrl,0.0394983016277864,1.0357325,Yes,164,11485,K562
XPO5,TNS1,XPO5+ctrl,0.0342221953134032,0.6342585,Yes,164,11485,K562
XPO5,SRSF3,XPO5+ctrl,0.8796729716800251,-0.013164341,No,164,11485,K562
XPO5,RP9,XPO5+ctrl,0.9691556029880688,-0.00036978722,No,164,11485,K562
XPO5,ZEB2,XPO5+ctrl,0.9144560222515814,-0.010033011,No,164,11485,K562
GLI4,URGCP,GLI4+ctrl,0.0482078310188361,1.1266732,Yes,62,11485,K562
GLI4,CCNDBP1,GLI4+ctrl,0.0472842716039114,0.51283455,Yes,62,11485,K562
GLI4,TRIM5,GLI4+ctrl,0.0494443406147407,0.97093177,Yes,62,11485,K562
GLI4,SDF4,GLI4+ctrl,0.598682157668263,0.09610388,No,62,11485,K562
GLI4,NDUFV2,GLI4+ctrl,0.7497712528810492,0.026744634,No,62,11485,K562
GLI4,C1orf43,GLI4+ctrl,0.4820464767464263,0.12235233,No,62,11485,K562
UPF2,FAM214B,UPF2+ctrl,2.2948239946420488e-05,1.2791345,Yes,113,11485,K562
UPF2,SNHG17,UPF2+ctrl,6.762936921397583e-44,2.5850358,Yes,113,11485,K562
UPF2,NAT9,UPF2+ctrl,5.191895258677011e-19,2.4507248,Yes,113,11485,K562
UPF2,TENT2,UPF2+ctrl,0.1178858476088964,0.4777143,No,113,11485,K562
UPF2,SGCE,UPF2+ctrl,0.1535475513322139,0.25625372,No,113,11485,K562
UPF2,RALGAPA1,UPF2+ctrl,0.0313564504235147,0.44808125,No,113,11485,K562
RPA1,CYB5R1,RPA1+ctrl,0.0240307289706004,0.7897093,Yes,71,11485,K562
RPA1,FAS,RPA1+ctrl,1.068565547137635e-06,1.4957616,Yes,71,11485,K562
RPA1,HIST1H2AC,RPA1+ctrl,3.368485913680962e-09,2.9339185,Yes,71,11485,K562
RPA1,ARL8A,RPA1+ctrl,0.3103036894185724,0.33638406,No,71,11485,K562
RPA1,RGS17,RPA1+ctrl,0.5592895404424615,0.3920653,No,71,11485,K562
RPA1,ZBED5,RPA1+ctrl,0.6078438813626161,0.108811855,No,71,11485,K562
NPM3,AKIP1,NPM3+ctrl,0.0256493136600822,0.70256686,Yes,57,11485,K562
NPM3,MTHFD2L,NPM3+ctrl,0.0204506802420189,0.8186854,Yes,57,11485,K562
NPM3,CEP152,NPM3+ctrl,0.0441248032094365,0.6758983,Yes,57,11485,K562
NPM3,SP3,NPM3+ctrl,0.2437388911950556,0.3528583,No,57,11485,K562
NPM3,WTIP,NPM3+ctrl,0.2663805168466068,0.82435703,No,57,11485,K562
NPM3,BTBD7,NPM3+ctrl,0.9146172809927172,0.030595899,No,57,11485,K562
CENPW,PCDH7,CENPW+ctrl,0.0244437686875267,0.5026591,Yes,139,11485,K562
CENPW,RRM2B,CENPW+ctrl,0.0317461919689461,0.7534785,Yes,139,11485,K562
CENPW,YPEL3,CENPW+ctrl,0.0172115419575867,0.65441895,Yes,139,11485,K562
CENPW,TPT1-AS1,CENPW+ctrl,0.384530290940821,0.39980888,No,139,11485,K562
CENPW,SLC39A10,CENPW+ctrl,0.8817655297384506,0.026789308,No,139,11485,K562
CENPW,FBXO32,CENPW+ctrl,0.0003725365306391,0.45764655,No,139,11485,K562
NUDC,ITGAV,NUDC+ctrl,0.0010546365494667,0.59817505,Yes,57,11485,K562
NUDC,RRAGB,NUDC+ctrl,0.0014545750150483,1.734865,Yes,57,11485,K562
NUDC,ME1,NUDC+ctrl,0.0020407923836986,0.9590275,Yes,57,11485,K562
NUDC,MAP9,NUDC+ctrl,0.5161470657531909,0.12997329,No,57,11485,K562
NUDC,IL4R,NUDC+ctrl,0.957922014861086,-0.17001987,No,57,11485,K562
NUDC,AC092683.1,NUDC+ctrl,0.6745297817079717,-0.5536876,No,57,11485,K562
C17orf58,NDE1,C17orf58+ctrl,0.0181692531340697,0.5506296,Yes,189,11485,K562
C17orf58,C21orf58,C17orf58+ctrl,0.0206709759377203,0.5218389,Yes,189,11485,K562
C17orf58,TICAM2,C17orf58+ctrl,0.0220608329271867,0.50731444,Yes,189,11485,K562
C17orf58,RBM24,C17orf58+ctrl,0.3522673618821306,0.24595094,No,189,11485,K562
C17orf58,ZFAS1,C17orf58+ctrl,0.3557419906941591,0.033064365,No,189,11485,K562
C17orf58,CREB5,C17orf58+ctrl,0.4055279480692254,0.54985166,No,189,11485,K562
EHMT2,PCSK1N,EHMT2+ctrl,0.000205078472253,0.6800313,Yes,174,11485,K562
EHMT2,PACC1,EHMT2+ctrl,0.0432172930383676,0.9944446,Yes,174,11485,K562
EHMT2,TMEM9B,EHMT2+ctrl,0.0013756424967415,0.56026196,Yes,174,11485,K562
EHMT2,PCDH10,EHMT2+ctrl,0.8437992121226136,0.06657648,No,174,11485,K562
EHMT2,PRKCI,EHMT2+ctrl,0.9661776125778034,0.018357873,No,174,11485,K562
EHMT2,RPL18A,EHMT2+ctrl,2.4972224826353243e-14,0.05039406,No,174,11485,K562
CCNK,SOCS6,CCNK+ctrl,0.0084349351865907,0.52691936,Yes,349,11485,K562
CCNK,CCDC32,CCNK+ctrl,0.020121136950359,0.52705073,Yes,349,11485,K562
CCNK,SAYSD1,CCNK+ctrl,0.0414433169153632,0.7081661,Yes,349,11485,K562
CCNK,LUC7L,CCNK+ctrl,0.5948859148919675,0.079162836,No,349,11485,K562
CCNK,SPATS2,CCNK+ctrl,0.4354872248223486,0.041388392,No,349,11485,K562
CCNK,MIA2,CCNK+ctrl,0.7018704455556986,0.049726367,No,349,11485,K562
CLOCK,GUF1,CLOCK+ctrl,1.4543057784018493e-33,1.1027899,Yes,718,11485,K562
CLOCK,PIGT,CLOCK+ctrl,1.0745125357550617e-15,0.52803355,Yes,718,11485,K562
CLOCK,TOE1,CLOCK+ctrl,0.000159738700837,0.5280392,Yes,718,11485,K562
CLOCK,APOO,CLOCK+ctrl,0.3373178774288784,0.10400295,No,718,11485,K562
CLOCK,MN1,CLOCK+ctrl,0.4150445704503545,0.24317884,No,718,11485,K562
CLOCK,MIR100HG,CLOCK+ctrl,0.0150717888895958,0.15436667,No,718,11485,K562
FAM50A,C8orf33,FAM50A+ctrl,1.861028808237336e-05,0.6830501,Yes,123,11485,K562
FAM50A,LSG1,FAM50A+ctrl,0.0116613960232383,0.5589907,Yes,123,11485,K562
FAM50A,R3HCC1L,FAM50A+ctrl,0.0323128530742691,0.8285067,Yes,123,11485,K562
FAM50A,UBL3,FAM50A+ctrl,0.3548155391090258,0.25463223,No,123,11485,K562
FAM50A,ERGIC3,FAM50A+ctrl,0.0962238057989214,0.15422195,No,123,11485,K562
FAM50A,DTYMK,FAM50A+ctrl,0.9138783997061564,-0.0045087487,No,123,11485,K562
NDUFA11,UNC119,NDUFA11+ctrl,0.0477249518271023,0.64321446,Yes,120,11485,K562
NDUFA11,STK32C,NDUFA11+ctrl,0.0313490774540075,0.6140226,Yes,120,11485,K562
NDUFA11,CA9,NDUFA11+ctrl,0.0115281251556015,0.8550347,Yes,120,11485,K562
NDUFA11,GOLT1B,NDUFA11+ctrl,0.6140559448474185,0.062286913,No,120,11485,K562
NDUFA11,BTF3L4,NDUFA11+ctrl,0.4573094792231544,0.0697276,No,120,11485,K562
NDUFA11,GPATCH2,NDUFA11+ctrl,0.2739666974433623,0.30442786,No,120,11485,K562
NUB1,CA9,NUB1+ctrl,0.0139143855155349,0.8384267,Yes,148,11485,K562
NUB1,ITPR1,NUB1+ctrl,0.0014329935368334,0.91940534,Yes,148,11485,K562
NUB1,AGRN,NUB1+ctrl,0.0053841598881445,0.71313643,Yes,148,11485,K562
NUB1,CCNG2,NUB1+ctrl,0.1874824469141475,0.724046,No,148,11485,K562
NUB1,IMMT,NUB1+ctrl,0.7047047695510034,-0.032008946,No,148,11485,K562
NUB1,TBC1D31,NUB1+ctrl,0.8707599189726163,0.008315086,No,148,11485,K562
DDB1,GADD45A,DDB1+ctrl,0.000948524031697,0.51643246,Yes,125,11485,K562
DDB1,ZMAT3,DDB1+ctrl,0.0010086584529935,0.67705274,Yes,125,11485,K562
DDB1,SERTAD3,DDB1+ctrl,0.0435529325005342,0.70318055,Yes,125,11485,K562
DDB1,FDX2,DDB1+ctrl,0.3415798979218117,0.11649346,No,125,11485,K562
DDB1,ZNF462,DDB1+ctrl,0.555605684908679,0.083427906,No,125,11485,K562
DDB1,ZNF37A,DDB1+ctrl,0.1853167206495287,0.20256686,No,125,11485,K562
ANAPC1,AGO1,ANAPC1+ctrl,0.0189095403708692,0.7457657,Yes,76,11485,K562
ANAPC1,TPP1,ANAPC1+ctrl,0.018349002073502,0.7975576,Yes,76,11485,K562
ANAPC1,ITGA11,ANAPC1+ctrl,7.879592823110426e-05,0.9653816,Yes,76,11485,K562
ANAPC1,ZDHHC4,ANAPC1+ctrl,0.973867085868147,-0.17140102,No,76,11485,K562
ANAPC1,ROCK1,ANAPC1+ctrl,0.1694578955026973,0.17658024,No,76,11485,K562
ANAPC1,MHENCR,ANAPC1+ctrl,0.5370074525089135,0.15149498,No,76,11485,K562
SYS1,TNFRSF10D,SYS1+ctrl,9.364479203389764e-05,1.18909,Yes,68,11485,K562
SYS1,MEG3,SYS1+ctrl,6.577242668270962e-11,0.67740214,Yes,68,11485,K562
SYS1,EPB41L4A-AS1,SYS1+ctrl,0.007528170975216,0.59487474,Yes,68,11485,K562
SYS1,NAXE,SYS1+ctrl,0.8834774539718498,-0.05122739,No,68,11485,K562
SYS1,AASDH,SYS1+ctrl,0.6345229546304659,0.34364748,No,68,11485,K562
SYS1,EVC,SYS1+ctrl,0.7279710060323673,0.1591841,No,68,11485,K562
MON1A,SLC6A6,MON1A+ctrl,0.0021043192262622,0.71583104,Yes,175,11485,K562
MON1A,TLE4,MON1A+ctrl,0.0011298621304878,0.7255349,Yes,175,11485,K562
MON1A,PYGL,MON1A+ctrl,0.0006307558614521,0.52701366,Yes,175,11485,K562
MON1A,MKNK2,MON1A+ctrl,0.2145226970249811,0.1251185,No,175,11485,K562
MON1A,ARFGEF3,MON1A+ctrl,0.0547998599775297,0.5122864,No,175,11485,K562
MON1A,RASSF7,MON1A+ctrl,0.5566307380784745,0.018606424,No,175,11485,K562
ARPC4,HEXA,ARPC4+ctrl,0.0148719818231455,0.68492603,Yes,84,11485,K562
ARPC4,ARIH1,ARPC4+ctrl,0.0442333015767182,0.6362041,Yes,84,11485,K562
ARPC4,RILPL1,ARPC4+ctrl,0.0445192989446493,0.90828645,Yes,84,11485,K562
ARPC4,RNF121,ARPC4+ctrl,0.6888782436188666,-0.0024719238,No,84,11485,K562
ARPC4,RELCH,ARPC4+ctrl,0.7685603579588204,0.010639429,No,84,11485,K562
ARPC4,CCDC84,ARPC4+ctrl,0.7040184959134992,0.009569168,No,84,11485,K562
HNRNPA1,FANCG,HNRNPA1+ctrl,0.0336777789884929,0.7237277,Yes,134,11485,K562
HNRNPA1,GSDME,HNRNPA1+ctrl,0.0486443431738131,0.50128114,Yes,134,11485,K562
HNRNPA1,SLC4A7,HNRNPA1+ctrl,5.549295209866895e-10,0.6313788,Yes,134,11485,K562
HNRNPA1,IRAK1,HNRNPA1+ctrl,0.0157634748636427,0.20985992,No,134,11485,K562
HNRNPA1,ZNF24,HNRNPA1+ctrl,0.8730466082619662,-0.0335263,No,134,11485,K562
HNRNPA1,ACAD8,HNRNPA1+ctrl,0.6413987525078173,0.3627107,No,134,11485,K562
INTS8,TMEM69,INTS8+ctrl,0.0282108631060056,0.85203075,Yes,153,11485,K562
INTS8,SELENOM,INTS8+ctrl,8.24571382712286e-27,1.5816929,Yes,153,11485,K562
INTS8,MBOAT2,INTS8+ctrl,2.23394699013462e-05,0.83301365,Yes,153,11485,K562
INTS8,NXF1,INTS8+ctrl,0.2552654559232182,0.6823468,No,153,11485,K562
INTS8,RAB6A,INTS8+ctrl,0.5965377648969673,0.1122874,No,153,11485,K562
INTS8,NOL12,INTS8+ctrl,0.6043221840933048,-0.09393644,No,153,11485,K562
SCFD1,SEC31A,SCFD1+ctrl,1.5125095589824744e-11,0.6976843,Yes,67,11485,K562
SCFD1,CRLS1,SCFD1+ctrl,0.0070813495100903,0.70434415,Yes,67,11485,K562
SCFD1,ZNF667-AS1,SCFD1+ctrl,0.0461686143105651,1.0077517,Yes,67,11485,K562
SCFD1,SYT1,SCFD1+ctrl,0.4004409755667404,0.25101674,No,67,11485,K562
SCFD1,TRAPPC5,SCFD1+ctrl,0.0030322603536028,0.20848744,No,67,11485,K562
SCFD1,DBNDD2,SCFD1+ctrl,0.271620979219015,0.23824966,No,67,11485,K562
THAP1,PIGT,THAP1+ctrl,0.0002606258720127,0.53017807,Yes,152,11485,K562
THAP1,SUPT7L,THAP1+ctrl,0.0045369743650603,0.9311514,Yes,152,11485,K562
THAP1,PAM,THAP1+ctrl,1.2236789855938547e-09,0.75565404,Yes,152,11485,K562
THAP1,EHBP1L1,THAP1+ctrl,0.7571894357956944,-0.14562726,No,152,11485,K562
THAP1,FN1,THAP1+ctrl,2.0952467356144208e-24,0.28446126,No,152,11485,K562
THAP1,SSPN,THAP1+ctrl,0.1983858850585325,0.38873672,No,152,11485,K562
RHOQ,AC015871.1,RHOQ+ctrl,0.0203486808396947,0.60170794,Yes,347,11485,K562
RHOQ,TRMT61A,RHOQ+ctrl,0.0212338638855618,0.50142646,Yes,347,11485,K562
RHOQ,ACTN4,RHOQ+ctrl,0.966987172691532,-0.017172992,No,347,11485,K562
RHOQ,RPS27A,RHOQ+ctrl,0.2777407723675315,0.0046497583,No,347,11485,K562
RHOQ,NSMCE3,RHOQ+ctrl,0.5992660706796042,0.033474684,No,347,11485,K562
KPNB1,LAMB2,KPNB1+ctrl,0.0006303115823637,0.67678535,Yes,210,11485,K562
KPNB1,NBPF14,KPNB1+ctrl,4.711290873471151e-08,1.0012643,Yes,210,11485,K562
KPNB1,BLOC1S2,KPNB1+ctrl,1.6387155839824425e-21,0.76715845,Yes,210,11485,K562
KPNB1,SQSTM1,KPNB1+ctrl,1.1246589919682882e-31,0.47983718,No,210,11485,K562
KPNB1,KAT8,KPNB1+ctrl,0.0838912794107832,0.55506516,No,210,11485,K562
KPNB1,FAF2,KPNB1+ctrl,0.9328957383019524,-0.025862098,No,210,11485,K562
PHAX,CCDC51,PHAX+ctrl,0.016027496890746,0.82255244,Yes,162,11485,K562
PHAX,WDR45,PHAX+ctrl,0.012125040685622,0.544685,Yes,162,11485,K562
PHAX,NABP1,PHAX+ctrl,0.0058792164236385,0.57161295,Yes,162,11485,K562
PHAX,UBE2E1,PHAX+ctrl,0.7379089037214246,0.11989653,No,162,11485,K562
PHAX,SSH1,PHAX+ctrl,0.8351623053375922,-0.056939363,No,162,11485,K562
PHAX,FAM200B,PHAX+ctrl,0.0129761341978388,0.23272228,No,162,11485,K562
EGLN2,PRKAA2,EGLN2+ctrl,0.0292477223890086,0.59962916,Yes,162,11485,K562
EGLN2,PPP2R3B,EGLN2+ctrl,0.0465442696266376,0.6041062,Yes,162,11485,K562
EGLN2,MIR210HG,EGLN2+ctrl,0.001077724664201,0.6317221,Yes,162,11485,K562
EGLN2,REEP4,EGLN2+ctrl,0.7725026355189788,0.1152122,No,162,11485,K562
EGLN2,ATF2,EGLN2+ctrl,0.1561270011900556,0.47950625,No,162,11485,K562
EGLN2,TAF9B,EGLN2+ctrl,0.98556274472349,0.020446539,No,162,11485,K562
KLC2,RABIF,KLC2+ctrl,0.0350344759163556,0.59724545,Yes,103,11485,K562
KLC2,SMG6,KLC2+ctrl,0.0461105694375691,0.5920938,Yes,103,11485,K562
KLC2,SAPCD2,KLC2+ctrl,0.031340452243524,0.8040185,Yes,103,11485,K562
KLC2,PRRX1,KLC2+ctrl,0.7204738065559759,0.08444989,No,103,11485,K562
KLC2,CCT8,KLC2+ctrl,0.0094798373189507,0.1321415,No,103,11485,K562
KLC2,FUCA2,KLC2+ctrl,0.212316990028067,0.17386582,No,103,11485,K562
ACIN1,ALS2,ACIN1+ctrl,0.0158619181268969,0.63472676,Yes,162,11485,K562
ACIN1,SLC17A5,ACIN1+ctrl,0.0241277006619772,0.6749871,Yes,162,11485,K562
ACIN1,ATXN3,ACIN1+ctrl,0.0389937743146363,0.61366606,Yes,162,11485,K562
ACIN1,TMEM14C,ACIN1+ctrl,0.5611254035538438,0.03599012,No,162,11485,K562
ACIN1,SETD9,ACIN1+ctrl,0.3811113236347143,0.271348,No,162,11485,K562
ACIN1,EEF1AKNMT,ACIN1+ctrl,0.7333333534614623,0.123315096,No,162,11485,K562
NMT1,KCNK6,NMT1+ctrl,0.0027049713073264,0.8501476,Yes,72,11485,K562
NMT1,POLR3D,NMT1+ctrl,0.0001425754284857,0.83270323,Yes,72,11485,K562
NMT1,NTN4,NMT1+ctrl,0.0072669429900327,0.59562457,Yes,72,11485,K562
NMT1,STK24,NMT1+ctrl,0.661953650466836,0.042703927,No,72,11485,K562
NMT1,TMEM8A,NMT1+ctrl,0.743493181375608,0.17614102,No,72,11485,K562
NMT1,RBM48,NMT1+ctrl,0.5087148850687914,0.9708631,No,72,11485,K562
PDCD5,AC092807.3,PDCD5+ctrl,0.0208369478704265,0.6562824,Yes,140,11485,K562
PDCD5,MXD4,PDCD5+ctrl,2.251084567959355e-06,0.6702863,Yes,140,11485,K562
PDCD5,PNRC1,PDCD5+ctrl,0.0200367463009428,0.6011126,Yes,140,11485,K562
PDCD5,ZDHHC24,PDCD5+ctrl,0.8475836736003137,-0.066423416,No,140,11485,K562
PDCD5,CHD6,PDCD5+ctrl,0.737769428219398,0.21563649,No,140,11485,K562
PDCD5,MAPK8,PDCD5+ctrl,0.8242956638426364,0.009992123,No,140,11485,K562
GTF3C4,TRIM22,GTF3C4+ctrl,1.479206048747849e-12,1.0821855,Yes,942,11485,K562
GTF3C4,SLIT3,GTF3C4+ctrl,0.0110610901083814,0.642365,Yes,942,11485,K562
GTF3C4,XYLT1,GTF3C4+ctrl,0.0014607359508694,0.73471,Yes,942,11485,K562
GTF3C4,RYBP,GTF3C4+ctrl,0.7803560125362057,-0.041592598,No,942,11485,K562
GTF3C4,TMEM41B,GTF3C4+ctrl,0.9535751219123724,-0.054738283,No,942,11485,K562
GTF3C4,UEVLD,GTF3C4+ctrl,0.9425859469847502,-0.04150319,No,942,11485,K562
URB1,HEG1,URB1+ctrl,0.0081143183955522,0.8376525,Yes,27,11485,K562
URB1,ETV1,URB1+ctrl,0.0364454412091667,1.096361,Yes,27,11485,K562
URB1,MSC-AS1,URB1+ctrl,0.019448876881089,1.7256286,Yes,27,11485,K562
URB1,PPP1R15B,URB1+ctrl,0.9003198067922292,-0.49553156,No,27,11485,K562
URB1,TRIM5,URB1+ctrl,0.6509063352700755,0.17543173,No,27,11485,K562
URB1,TAF7,URB1+ctrl,0.0230937351553062,0.4261169,No,27,11485,K562
UBR5,IGBP1,UBR5+ctrl,0.0010919637145885,0.54065293,Yes,105,11485,K562
UBR5,ARHGDIB,UBR5+ctrl,0.0405448562283372,1.2701464,Yes,105,11485,K562
UBR5,YTHDC2,UBR5+ctrl,0.0344234583939341,0.61263597,Yes,105,11485,K562
UBR5,KIAA1522,UBR5+ctrl,0.4082221145711434,0.39361382,No,105,11485,K562
UBR5,SLC25A36,UBR5+ctrl,0.8679839633059679,-0.007499814,No,105,11485,K562
UBR5,ALKBH3,UBR5+ctrl,0.7962579391078985,-0.13547206,No,105,11485,K562
CDT1,DNAJB4,CDT1+ctrl,1.901554051917728e-09,1.5425526,Yes,106,11485,K562
CDT1,NIPSNAP1,CDT1+ctrl,0.0010455993808999,0.62384343,Yes,106,11485,K562
CDT1,CHD6,CDT1+ctrl,0.0128040724803452,0.72258663,Yes,106,11485,K562
CDT1,TNIK,CDT1+ctrl,0.7086348772656723,0.04218316,No,106,11485,K562
CDT1,EEF2,CDT1+ctrl,0.9806673411117248,-0.015758753,No,106,11485,K562
CDT1,NXPE3,CDT1+ctrl,0.7101759947320735,-0.019979,No,106,11485,K562
VPS33A,TM7SF3,VPS33A+ctrl,0.000223556783079,0.5352762,Yes,65,11485,K562
VPS33A,ZSWIM6,VPS33A+ctrl,0.0141179370348478,1.0171962,Yes,65,11485,K562
VPS33A,IDH1,VPS33A+ctrl,0.0024948985057136,0.9426575,Yes,65,11485,K562
VPS33A,CIC,VPS33A+ctrl,0.2689376614509408,0.365587,No,65,11485,K562
VPS33A,MYSM1,VPS33A+ctrl,0.5505329330398304,0.29917598,No,65,11485,K562
VPS33A,RNF135,VPS33A+ctrl,0.1789910734029409,0.62690234,No,65,11485,K562
NKAPD1,CYB561A3,NKAPD1+ctrl,0.0032876093380033,0.6302433,Yes,118,11485,K562
NKAPD1,PMEPA1,NKAPD1+ctrl,0.0110436103568972,0.55637455,Yes,118,11485,K562
NKAPD1,MORC3,NKAPD1+ctrl,0.0027477530271916,0.69149756,Yes,118,11485,K562
NKAPD1,RNF14,NKAPD1+ctrl,0.8000512485430245,0.007528305,No,118,11485,K562
NKAPD1,MED16,NKAPD1+ctrl,0.6669525265596807,0.08887172,No,118,11485,K562
NKAPD1,TRIM26,NKAPD1+ctrl,0.9450196165783344,-0.13874364,No,118,11485,K562
RBM12,SCN9A,RBM12+ctrl,2.5351330143181027e-05,0.835837,Yes,89,11485,K562
RBM12,DCTN5,RBM12+ctrl,0.0325692840995704,0.62894356,Yes,89,11485,K562
RBM12,ENDOD1,RBM12+ctrl,0.001261573588093,0.6856327,Yes,89,11485,K562
RBM12,SDCCAG8,RBM12+ctrl,0.2177988116228856,0.20998561,No,89,11485,K562
RBM12,NAMPT,RBM12+ctrl,0.4418487069479742,0.1790545,No,89,11485,K562
RBM12,SMPD1,RBM12+ctrl,0.4543207009028479,0.25502896,No,89,11485,K562
CAPZB,TXNIP,CAPZB+ctrl,0.0010523030887872,0.5677438,Yes,88,11485,K562
CAPZB,ACTA2,CAPZB+ctrl,3.491776501452417e-33,3.137011,Yes,88,11485,K562
CAPZB,SIAH2,CAPZB+ctrl,0.0492526066580424,0.64012194,Yes,88,11485,K562
CAPZB,RAP2C,CAPZB+ctrl,0.5946261339263101,0.17199111,No,88,11485,K562
CAPZB,GRIPAP1,CAPZB+ctrl,0.9155063932218598,-0.050413847,No,88,11485,K562
CAPZB,NIPSNAP3A,CAPZB+ctrl,0.365477772990025,0.24571705,No,88,11485,K562
BAP1,ZNF426,BAP1+ctrl,0.0185624257299497,0.73511577,Yes,114,11485,K562
BAP1,RAB5B,BAP1+ctrl,0.0274184760378673,0.65150785,Yes,114,11485,K562
BAP1,EVA1B,BAP1+ctrl,0.0010968067232948,0.5411736,Yes,114,11485,K562
BAP1,CC2D2A,BAP1+ctrl,0.8185278680785979,-0.08641791,No,114,11485,K562
BAP1,STRN3,BAP1+ctrl,0.5367963469489025,0.09955442,No,114,11485,K562
BAP1,SARS2,BAP1+ctrl,0.4678926607316234,0.3331399,No,114,11485,K562
WDR54,DHRS1,WDR54+ctrl,0.0393747075440704,0.53023887,Yes,246,11485,K562
WDR54,RMND5A,WDR54+ctrl,0.0451725088776772,0.5955334,Yes,246,11485,K562
WDR54,CHAC2,WDR54+ctrl,0.0467786794174645,0.56221056,Yes,246,11485,K562
WDR54,MIRLET7BHG,WDR54+ctrl,0.7723687917810708,0.1408565,No,246,11485,K562
WDR54,PPAT,WDR54+ctrl,0.0778877852510883,0.22607803,No,246,11485,K562
WDR54,IFT22,WDR54+ctrl,0.9630162003535612,0.023214579,No,246,11485,K562
SF3A1,SLC6A8,SF3A1+ctrl,0.0330974759594443,0.57276773,Yes,88,11485,K562
SF3A1,DCTN5,SF3A1+ctrl,0.0272961965607827,0.5487244,Yes,88,11485,K562
SF3A1,FBXO8,SF3A1+ctrl,0.0453400329793892,0.9022386,Yes,88,11485,K562
SF3A1,DBT,SF3A1+ctrl,0.8183410161561622,0.051989794,No,88,11485,K562
SF3A1,FASTK,SF3A1+ctrl,0.2649301482024571,0.19291234,No,88,11485,K562
SF3A1,RAB29,SF3A1+ctrl,0.9346387589254485,-0.113351345,No,88,11485,K562
GET1,DOT1L,GET1+ctrl,0.0310258777417372,0.9107635,Yes,113,11485,K562
GET1,DNAJB4,GET1+ctrl,0.0369773588555422,0.6470504,Yes,113,11485,K562
GET1,ADAMTS1,GET1+ctrl,0.0070669967595162,0.506493,Yes,113,11485,K562
GET1,SDAD1,GET1+ctrl,0.0282336897151668,0.43258905,No,113,11485,K562
GET1,TOR3A,GET1+ctrl,0.5506687996863717,0.25094938,No,113,11485,K562
GET1,SLC50A1,GET1+ctrl,0.2111246198600126,0.26281512,No,113,11485,K562
CSE1L,TCEA2,CSE1L+ctrl,4.3397719904743164e-16,1.2808745,Yes,276,11485,K562
CSE1L,WBP2,CSE1L+ctrl,0.000958677919028,0.5191784,Yes,276,11485,K562
CSE1L,FAM172A,CSE1L+ctrl,0.0059953751306019,0.55589974,Yes,276,11485,K562
CSE1L,ACTR8,CSE1L+ctrl,0.4895104083309867,-0.1713469,No,276,11485,K562
CSE1L,NFRKB,CSE1L+ctrl,0.7861308896762583,-0.25538945,No,276,11485,K562
CSE1L,MAFK,CSE1L+ctrl,0.9077504394895012,0.17328477,No,276,11485,K562
PHF10,FOXO3,PHF10+ctrl,0.0061467326804481,0.6291034,Yes,126,11485,K562
PHF10,LHFPL2,PHF10+ctrl,0.0120519695767109,0.5050049,Yes,126,11485,K562
PHF10,ZDHHC9,PHF10+ctrl,0.0401971650889372,0.76056814,Yes,126,11485,K562
PHF10,NAXD,PHF10+ctrl,0.3754861290161735,0.44525218,No,126,11485,K562
PHF10,COQ10B,PHF10+ctrl,0.0793969632753182,0.39152646,No,126,11485,K562
PHF10,DCAF13,PHF10+ctrl,0.2956746846334034,0.12810028,No,126,11485,K562
MMGT1,MTX3,MMGT1+ctrl,0.0425905881896957,1.0843143,Yes,107,11485,K562
MMGT1,NEK4,MMGT1+ctrl,0.0206059569597146,0.8209865,Yes,107,11485,K562
MMGT1,TMSB15A,MMGT1+ctrl,0.0208533571235381,0.9405186,Yes,107,11485,K562
MMGT1,MRPL3,MMGT1+ctrl,0.4942481714104244,0.07162219,No,107,11485,K562
MMGT1,IK,MMGT1+ctrl,0.094555280313108,0.180702,No,107,11485,K562
MMGT1,MYO6,MMGT1+ctrl,0.1348629381572025,0.2989242,No,107,11485,K562
CCT3,KDM5B,CCT3+ctrl,3.8894775672478224e-05,0.76933706,Yes,58,11485,K562
CCT3,ERP44,CCT3+ctrl,0.0299057571940692,0.5616014,Yes,58,11485,K562
CCT3,MXD4,CCT3+ctrl,6.880002347163437e-06,0.85114753,Yes,58,11485,K562
CCT3,MEX3C,CCT3+ctrl,0.7052642060106067,0.28088307,No,58,11485,K562
CCT3,TMA16,CCT3+ctrl,0.5541443551679839,-0.1633321,No,58,11485,K562
CCT3,TBK1,CCT3+ctrl,0.5186396204725554,0.2197001,No,58,11485,K562
NISCH,AC016831.1,NISCH+ctrl,0.0293975947183308,0.5592797,Yes,167,11485,K562
NISCH,CA9,NISCH+ctrl,0.0029380384690648,0.73336244,Yes,167,11485,K562
NISCH,NMRAL1,NISCH+ctrl,0.0001923335501448,0.54635346,Yes,167,11485,K562
