source_a,source_b,target,condition,significance,log2fc,level,n_cells_condition,n_cells_control,cell_line
BCL2L11,TGFBR2,PRSS57,BCL2L11+TGFBR2,1.0830143719703315e-16,-0.5196718,Yes,382,7353,K562
BCL2L11,TGFBR2,ALAS2,BCL2L11+TGFBR2,1.3273017278567997e-21,1.4875498,Yes,382,7353,K562
BCL2L11,TGFBR2,ARL11,BCL2L11+TGFBR2,0.6337026298247925,0.17793703,No,382,7353,K562
BCL2L11,TGFBR2,DSCAM,BCL2L11+TGFBR2,1.0,0.0,No,382,7353,K562
BCL2L11,TGFBR2,CCL2,BCL2L11+TGFBR2,0.9570450563963364,-17.880562,No,382,7353,K562
AHR,KLF1,BCL3,AHR+KLF1,0.0075398511653519,1.8480449,Yes,412,7353,K562
AHR,KLF1,SH3BGRL3,AHR+KLF1,3.3088243560624305e-67,0.70052445,Yes,412,7353,K562
AHR,KLF1,GATA2,AHR+KLF1,1.3914511813311906e-07,0.5311419,Yes,412,7353,K562
AHR,KLF1,LINC01269,AHR+KLF1,1.0,0.0,No,412,7353,K562
AHR,KLF1,RP11-111A21.1,AHR+KLF1,0.9888640960789876,-14.285312,No,412,7353,K562
AHR,KLF1,ALOX5,AHR+KLF1,0.8426309607605782,-1.0159712,No,412,7353,K562
CEBPA,CEBPB,SDCBP,CEBPB+CEBPA,0.017053397069112,0.8442673,Yes,75,7353,K562
CEBPA,CEBPB,CITED2,CEBPB+CEBPA,0.0026199533595799,0.9327044,Yes,75,7353,K562
CEBPA,CEBPB,SLC2A6,CEBPB+CEBPA,0.0002601750666862,5.718912,Yes,75,7353,K562
CEBPA,CEBPB,MT-CO1,CEBPB+CEBPA,3.710054447885721e-09,0.058182478,No,75,7353,K562
CEBPA,CEBPB,INSRR,CEBPB+CEBPA,1.0,0.0,No,75,7353,K562
CEBPA,CEBPB,RP13-314C10.5,CEBPB+CEBPA,0.861122999982275,4.2197022,No,75,7353,K562
PTPN12,UBASH3A,HBZ,PTPN12+UBASH3A,1.2963591368077404e-126,1.3458383,Yes,255,7353,K562
PTPN12,UBASH3A,TNRC6B,PTPN12+UBASH3A,2.295060342265221e-07,0.5818297,Yes,255,7353,K562
PTPN12,UBASH3A,GMPPA,PTPN12+UBASH3A,3.4967073627197445e-12,-0.726255,Yes,255,7353,K562
PTPN12,UBASH3A,LOR,PTPN12+UBASH3A,0.9970496488115324,-13.108964,No,255,7353,K562
PTPN12,UBASH3A,SERPINB1,PTPN12+UBASH3A,0.326085645581753,0.15344012,No,255,7353,K562
PTPN12,UBASH3A,PAMR1,PTPN12+UBASH3A,1.0,0.0,No,255,7353,K562
FEV,MAP7D1,TSC22D3,FEV+MAP7D1,0.0005668788519697,2.139735,Yes,246,7353,K562
FEV,MAP7D1,PTPRS,FEV+MAP7D1,5.523672098634363e-05,-1.3353922,Yes,246,7353,K562
FEV,MAP7D1,ICAM4,FEV+MAP7D1,0.0099078943590929,0.7387624,Yes,246,7353,K562
FEV,MAP7D1,RNASEL,FEV+MAP7D1,0.9658995346434104,0.35577917,No,246,7353,K562
FEV,MAP7D1,AC017002.4,FEV+MAP7D1,1.0,0.0,No,246,7353,K562
FEV,MAP7D1,CTB-133G6.2,FEV+MAP7D1,0.9971004659885644,-12.899703,No,246,7353,K562
CNN1,ETS2,SMIM1,ETS2+CNN1,8.425146266419739e-08,0.7130225,Yes,785,7353,K562
CNN1,ETS2,PNMT,ETS2+CNN1,5.032072449823241e-12,-0.71557415,Yes,785,7353,K562
CNN1,ETS2,CH17-189H20.1,ETS2+CNN1,0.0168361865331865,0.5239656,Yes,785,7353,K562
CNN1,ETS2,PAK6,ETS2+CNN1,0.9681221282695314,2.0531244,No,785,7353,K562
CNN1,ETS2,PIK3IP1-AS1,ETS2+CNN1,0.9799814724458088,-15.182465,No,785,7353,K562
CNN1,ETS2,RP11-354E11.2,ETS2+CNN1,1.0,0.0,No,785,7353,K562
CNN1,MAPK1,LIMD2,CNN1+MAPK1,4.7072930320176034e-39,0.61860704,Yes,325,7353,K562
CNN1,MAPK1,CFD,CNN1+MAPK1,6.983603457085667e-14,-0.52552533,Yes,325,7353,K562
CNN1,MAPK1,IGFBP4,CNN1+MAPK1,0.0038550296986627,1.2558942,Yes,325,7353,K562
CNN1,MAPK1,TTC39A-AS1,CNN1+MAPK1,0.9449645019953522,1.7625561,No,325,7353,K562
CNN1,MAPK1,GRAP,CNN1+MAPK1,0.9867383443725324,-14.791784,No,325,7353,K562
CNN1,MAPK1,ARPC1B,CNN1+MAPK1,0.9127862662639604,-0.021175623,No,325,7353,K562
FOXL2,MEIS1,GYPE,FOXL2+MEIS1,4.1998846493005364e-08,0.69139844,Yes,177,7353,K562
FOXL2,MEIS1,FCGRT,FOXL2+MEIS1,0.000269593057425,0.7197039,Yes,177,7353,K562
FOXL2,MEIS1,AP001171.1,FOXL2+MEIS1,1.9620546441867504e-14,0.8087496,Yes,177,7353,K562
FOXL2,MEIS1,MYL4,FOXL2+MEIS1,0.6150746884013747,-0.08677636,No,177,7353,K562
FOXL2,MEIS1,CCND3,FOXL2+MEIS1,9.931620048859698e-06,0.32536882,No,177,7353,K562
FOXL2,MEIS1,PPP1R3B,FOXL2+MEIS1,0.6748149615690812,1.2396808,No,177,7353,K562
MAPK1,TGFBR2,SH3BGRL3,MAPK1+TGFBR2,3.8380135455413523e-81,0.76944834,Yes,389,7353,K562
MAPK1,TGFBR2,MT1F,MAPK1+TGFBR2,1.4666614260333197e-26,0.82445365,Yes,389,7353,K562
MAPK1,TGFBR2,CORO1A,MAPK1+TGFBR2,2.4841212495269788e-33,2.4818823,Yes,389,7353,K562
MAPK1,TGFBR2,HSD17B14,MAPK1+TGFBR2,0.7001573906813603,0.8112445,No,389,7353,K562
MAPK1,TGFBR2,MGP,MAPK1+TGFBR2,1.0,0.0,No,389,7353,K562
MAPK1,TGFBR2,LRRC74B,MAPK1+TGFBR2,0.978709224453458,0.009904861,No,389,7353,K562
CEBPE,FOSB,MEF2C,FOSB+CEBPE,7.193504188040945e-07,-0.57414234,Yes,142,7353,K562
CEBPE,FOSB,SPTAN1,FOSB+CEBPE,0.0162485775055515,1.240728,Yes,142,7353,K562
CEBPE,FOSB,HYAL3,FOSB+CEBPE,0.0475951309349077,1.0466542,Yes,142,7353,K562
CEBPE,FOSB,PCDHGA7,FOSB+CEBPE,0.9977818177298162,-13.13224,No,142,7353,K562
CEBPE,FOSB,C10orf90,FOSB+CEBPE,1.0,0.0,No,142,7353,K562
CEBPE,FOSB,HDC,FOSB+CEBPE,0.9645207381535807,-16.875248,No,142,7353,K562
PTPN12,PTPN9,CRYM,PTPN12+PTPN9,1.8487531789073458e-07,2.1795032,Yes,295,7353,K562
PTPN12,PTPN9,CTSL,PTPN12+PTPN9,5.776024094962448e-17,-0.78732276,Yes,295,7353,K562
PTPN12,PTPN9,SLC2A3,PTPN12+PTPN9,7.625013198930932e-09,-0.6734301,Yes,295,7353,K562
PTPN12,PTPN9,MFSD2A,PTPN12+PTPN9,1.0,0.0,No,295,7353,K562
PTPN12,PTPN9,KCNH1,PTPN12+PTPN9,1.0,0.0,No,295,7353,K562
PTPN12,PTPN9,RP11-442J17.3,PTPN12+PTPN9,1.0,0.0,No,295,7353,K562
CEBPB,FOSB,OS9,FOSB+CEBPB,0.0114881853954713,1.3533033,Yes,85,7353,K562
CEBPB,FOSB,APOE,FOSB+CEBPB,2.4510666569088747e-20,-0.92137516,Yes,85,7353,K562
CEBPB,FOSB,ALAS2,FOSB+CEBPB,0.0171424443923531,-1.5616546,Yes,85,7353,K562
CEBPB,FOSB,SLC6A7,FOSB+CEBPB,1.0,0.0,No,85,7353,K562
CEBPB,FOSB,IER5L,FOSB+CEBPB,0.6152657338176566,1.274015,No,85,7353,K562
CEBPB,FOSB,PTCHD1,FOSB+CEBPB,0.9896638288453188,-15.862258,No,85,7353,K562
KLF1,SET,KIAA1551,SET+KLF1,6.99338404120088e-08,-0.87166405,Yes,541,7353,K562
KLF1,SET,PHGDH,SET+KLF1,0.0207373860613107,0.5072284,Yes,541,7353,K562
KLF1,SET,TUBB2B,SET+KLF1,1.8568365956199144e-06,0.7629788,Yes,541,7353,K562
KLF1,SET,RP11-55K13.1,SET+KLF1,0.9841941066543244,0.035699844,No,541,7353,K562
KLF1,SET,CTB-114C7.4,SET+KLF1,1.0,0.0,No,541,7353,K562
KLF1,SET,SLC2A10,SET+KLF1,0.9469101797537044,4.6641464,No,541,7353,K562
PTPN12,SNAI1,MAP1B,PTPN12+SNAI1,0.0001528041217586,-0.65841115,Yes,244,7353,K562
PTPN12,SNAI1,S100A1,PTPN12+SNAI1,0.0013398756153515,1.0951838,Yes,244,7353,K562
PTPN12,SNAI1,AC006262.5,PTPN12+SNAI1,2.493755505614042e-11,1.1866775,Yes,244,7353,K562
PTPN12,SNAI1,OSMR-AS1,PTPN12+SNAI1,1.0,0.0,No,244,7353,K562
PTPN12,SNAI1,NOX1,PTPN12+SNAI1,1.0,0.0,No,244,7353,K562
PTPN12,SNAI1,GRIK1-AS1,PTPN12+SNAI1,0.9826727044027704,-15.694176,No,244,7353,K562
BAK1,BCL2L11,BCL2L11,BCL2L11+BAK1,2.552946742379349e-13,1.2834127,Yes,153,7353,K562
BAK1,BCL2L11,MT1E,BCL2L11+BAK1,0.0242717393951081,-0.65470815,Yes,153,7353,K562
BAK1,BCL2L11,PHACTR1,BCL2L11+BAK1,0.005908785456125,-0.7038605,Yes,153,7353,K562
BAK1,BCL2L11,CTD-2545M3.8,BCL2L11+BAK1,0.9815951458190506,-16.011967,No,153,7353,K562
BAK1,BCL2L11,BTK,BCL2L11+BAK1,0.9475702786276812,-0.055315495,No,153,7353,K562
BAK1,BCL2L11,KLHDC9,BCL2L11+BAK1,1.0,0.0,No,153,7353,K562
CNN1,UBASH3A,TXNIP,CNN1+UBASH3A,4.1319462420553773e-07,1.2499352,Yes,144,7353,K562
CNN1,UBASH3A,SLC38A2,CNN1+UBASH3A,0.0007389319876178,-0.6621332,Yes,144,7353,K562
CNN1,UBASH3A,HN1,CNN1+UBASH3A,3.022169448458328e-15,-0.73192406,Yes,144,7353,K562
CNN1,UBASH3A,THBS1,CNN1+UBASH3A,0.9394911978186437,0.98252773,No,144,7353,K562
CNN1,UBASH3A,RP13-977J11.2,CNN1+UBASH3A,0.9709715100684468,-16.702202,No,144,7353,K562
CNN1,UBASH3A,KISS1,CNN1+UBASH3A,0.9910663722803038,-15.481134,No,144,7353,K562
ELMSAN1,MAP2K6,TUBB2B,MAP2K6+ELMSAN1,0.0141301878827007,-0.82041216,Yes,365,7353,K562
ELMSAN1,MAP2K6,PKIG,MAP2K6+ELMSAN1,2.108280383696427e-06,-0.53003585,Yes,365,7353,K562
ELMSAN1,MAP2K6,ANXA3,MAP2K6+ELMSAN1,3.264292906638027e-05,0.8414743,Yes,365,7353,K562
ELMSAN1,MAP2K6,PRX,MAP2K6+ELMSAN1,0.6814688605482925,-1.2867279,No,365,7353,K562
ELMSAN1,MAP2K6,PSMB3,MAP2K6+ELMSAN1,4.995866350317716e-18,0.25748786,No,365,7353,K562
ELMSAN1,MAP2K6,RP11-118K6.3,MAP2K6+ELMSAN1,0.999529523963166,-0.25554276,No,365,7353,K562
CEBPA,KLF1,CD82,KLF1+CEBPA,0.0186697202138799,2.5142975,Yes,308,7353,K562
CEBPA,KLF1,NME1,KLF1+CEBPA,4.232538951731585e-74,-0.925779,Yes,308,7353,K562
CEBPA,KLF1,C1RL,KLF1+CEBPA,0.0147617682357433,2.067244,Yes,308,7353,K562
CEBPA,KLF1,HAMP,KLF1+CEBPA,0.9032999766854548,-17.90495,No,308,7353,K562
CEBPA,KLF1,RP11-357N13.3,KLF1+CEBPA,0.99676874298595,-13.03655,No,308,7353,K562
CEBPA,KLF1,BMX,KLF1+CEBPA,0.634508836512544,6.487284,No,308,7353,K562
IGDCC3,TGFBR2,TOR3A,TGFBR2+IGDCC3,1.3103623269266449e-08,0.6240649,Yes,262,7353,K562
IGDCC3,TGFBR2,LST1,TGFBR2+IGDCC3,0.0161751636265066,-1.3084791,Yes,262,7353,K562
IGDCC3,TGFBR2,LGALS3BP,TGFBR2+IGDCC3,0.0380902650702751,1.9647298,Yes,262,7353,K562
IGDCC3,TGFBR2,LIMS3,TGFBR2+IGDCC3,1.0,0.0,No,262,7353,K562
IGDCC3,TGFBR2,KCNN3,TGFBR2+IGDCC3,0.985054853021038,-15.610132,No,262,7353,K562
IGDCC3,TGFBR2,PIK3IP1,TGFBR2+IGDCC3,0.5127485520212265,1.7351217,No,262,7353,K562
SAMD1,ZBTB1,FOLR1,SAMD1+ZBTB1,0.0002340414015076,2.5865273,Yes,164,7353,K562
SAMD1,ZBTB1,ANXA2R,SAMD1+ZBTB1,0.0012482495080963,1.4519738,Yes,164,7353,K562
SAMD1,ZBTB1,ANKRD28,SAMD1+ZBTB1,0.007584846222462,-0.55282164,Yes,164,7353,K562
SAMD1,ZBTB1,PDLIM4,SAMD1+ZBTB1,0.4731632686004464,1.2084019,No,164,7353,K562
SAMD1,ZBTB1,THRIL,SAMD1+ZBTB1,0.9360461719653248,1.6078687,No,164,7353,K562
SAMD1,ZBTB1,SERPINB1,SAMD1+ZBTB1,0.0711920170069506,0.34772503,No,164,7353,K562
FOXA3,HOXB9,KPNA2,FOXA3+HOXB9,1.206365786583714e-09,-0.57509756,Yes,301,7353,K562
FOXA3,HOXB9,MAP1A,FOXA3+HOXB9,2.498147560977113e-09,0.87211245,Yes,301,7353,K562
FOXA3,HOXB9,MPZL1,FOXA3+HOXB9,1.2286332764754174e-12,-0.67788863,Yes,301,7353,K562
FOXA3,HOXB9,HMGA2,FOXA3+HOXB9,0.9968042124910952,-13.128121,No,301,7353,K562
FOXA3,HOXB9,LINC01338,FOXA3+HOXB9,0.9220556552915462,18.155617,No,301,7353,K562
FOXA3,HOXB9,AC005481.5,FOXA3+HOXB9,0.9968042124910952,-14.215381,No,301,7353,K562
IRF1,SET,MSRB2,IRF1+SET,2.089931805718299e-06,0.65199256,Yes,367,7353,K562
IRF1,SET,HLA-A,IRF1+SET,0.0347299088683464,1.6812828,Yes,367,7353,K562
IRF1,SET,CNTRL,IRF1+SET,0.0021719036423966,-0.6992855,Yes,367,7353,K562
IRF1,SET,RGPD8,IRF1+SET,0.9859459273589204,-15.135848,No,367,7353,K562
IRF1,SET,RP11-822E23.7,IRF1+SET,1.0,0.0,No,367,7353,K562
IRF1,SET,GLT8D2,IRF1+SET,0.9506960094522072,1.7428741,No,367,7353,K562
ELMSAN1,MAP2K3,USP20,MAP2K3+ELMSAN1,1.0602535194822265e-42,-1.0999238,Yes,484,7353,K562
ELMSAN1,MAP2K3,CD55,MAP2K3+ELMSAN1,1.2926866134330955e-09,0.68066835,Yes,484,7353,K562
ELMSAN1,MAP2K3,ITPR1,MAP2K3+ELMSAN1,0.0233776587644263,0.51895046,Yes,484,7353,K562
ELMSAN1,MAP2K3,ODC1,MAP2K3+ELMSAN1,3.021339714257987e-10,0.1474995,No,484,7353,K562
ELMSAN1,MAP2K3,ZNF318,MAP2K3+ELMSAN1,0.3636830620600378,-0.44342685,No,484,7353,K562
ELMSAN1,MAP2K3,HIST1H4E,MAP2K3+ELMSAN1,0.0592427277099355,0.4125862,No,484,7353,K562
CEBPA,CEBPE,C1orf132,CEBPE+CEBPA,0.0011840378556976,2.8292468,Yes,240,7353,K562
CEBPA,CEBPE,C1RL,CEBPE+CEBPA,0.0120737197332603,2.4009857,Yes,240,7353,K562
CEBPA,CEBPE,PYROXD2,CEBPE+CEBPA,0.0008810487226845,1.3812065,Yes,240,7353,K562
CEBPA,CEBPE,SEMA3E,CEBPE+CEBPA,0.9942698631687172,-13.842067,No,240,7353,K562
CEBPA,CEBPE,CTD-2336O2.3,CEBPE+CEBPA,0.9828107716013342,-15.329179,No,240,7353,K562
CEBPA,CEBPE,PVALB,CEBPE+CEBPA,0.9113652049875156,-18.140442,No,240,7353,K562
CEBPE,CNN1,FOLR1,CEBPE+CNN1,0.0349979731671903,1.5320137,Yes,194,7353,K562
CEBPE,CNN1,BHLHE40,CEBPE+CNN1,3.327151284468217e-11,1.6926824,Yes,194,7353,K562
CEBPE,CNN1,TRIM38,CEBPE+CNN1,0.0036409654025915,0.9678099,Yes,194,7353,K562
CEBPE,CNN1,PPP1R14C,CEBPE+CNN1,0.992248821316272,-14.557161,No,194,7353,K562
CEBPE,CNN1,KIAA1107,CEBPE+CNN1,0.9149506681619268,1.128684,No,194,7353,K562
CEBPE,CNN1,PRSS35,CEBPE+CNN1,1.0,0.0,No,194,7353,K562
HOXC13,ZC3HAV1,IGFBP2,ZC3HAV1+HOXC13,9.568930134412989e-34,-1.0446374,Yes,543,7353,K562
HOXC13,ZC3HAV1,SOX4,ZC3HAV1+HOXC13,1.2284319880685097e-12,-0.7836536,Yes,543,7353,K562
HOXC13,ZC3HAV1,FCGRT,ZC3HAV1+HOXC13,1.2693918910972322e-06,-0.54773855,Yes,543,7353,K562
HOXC13,ZC3HAV1,CHRNA2,ZC3HAV1+HOXC13,1.0,0.0,No,543,7353,K562
HOXC13,ZC3HAV1,RP11-524K22.1,ZC3HAV1+HOXC13,1.0,0.0,No,543,7353,K562
HOXC13,ZC3HAV1,ARRDC4,ZC3HAV1+HOXC13,0.860165757555569,-0.11428785,No,543,7353,K562
CBL,CNN1,RP11-620J15.3,CBL+CNN1,2.40917751526887e-21,-1.0294516,Yes,288,7353,K562
CBL,CNN1,MAP4K3,CBL+CNN1,0.0402614835899525,-0.8602576,Yes,288,7353,K562
CBL,CNN1,ZYX,CBL+CNN1,1.0021459091228815e-06,-1.352417,Yes,288,7353,K562
CBL,CNN1,ARHGAP4,CBL+CNN1,0.8606104984690925,1.5820055,No,288,7353,K562
CBL,CNN1,DSG1-AS1,CBL+CNN1,0.9781019904253788,-16.021511,No,288,7353,K562
CBL,CNN1,TUSC8,CBL+CNN1,0.9906141767535004,-14.311758,No,288,7353,K562
PTPN12,ZBTB10,MAPRE3,ZBTB10+PTPN12,0.0405308125022566,1.5563719,Yes,230,7353,K562
PTPN12,ZBTB10,FLNA,ZBTB10+PTPN12,3.792069809075286e-05,-1.5276542,Yes,230,7353,K562
PTPN12,ZBTB10,TEX30,ZBTB10+PTPN12,6.542546562772467e-25,-0.7543274,Yes,230,7353,K562
PTPN12,ZBTB10,LINC01137,ZBTB10+PTPN12,0.9775500265031046,-16.165222,No,230,7353,K562
PTPN12,ZBTB10,KCNK6,ZBTB10+PTPN12,0.7739809396171258,-1.3128867,No,230,7353,K562
PTPN12,ZBTB10,AC004221.2,ZBTB10+PTPN12,0.9887739021471762,-15.100259,No,230,7353,K562
CBL,UBASH3B,GDF15,CBL+UBASH3B,0.0022072436664132,-0.6521747,Yes,326,7353,K562
CBL,UBASH3B,CHI3L2,CBL+UBASH3B,9.090043485293851e-17,2.3149557,Yes,326,7353,K562
CBL,UBASH3B,MSN,CBL+UBASH3B,3.5773510953306253e-13,-0.55164146,Yes,326,7353,K562
CBL,UBASH3B,CTD-2527I21.7,CBL+UBASH3B,0.9767601556625798,-16.159565,No,326,7353,K562
CBL,UBASH3B,WNT8A,CBL+UBASH3B,1.0,0.0,No,326,7353,K562
CBL,UBASH3B,LINC00871,CBL+UBASH3B,1.0,0.0,No,326,7353,K562
FOXF1,HOXB9,HBZ,FOXF1+HOXB9,5.984119218138728e-20,-0.64085793,Yes,173,7353,K562
FOXF1,HOXB9,DDX21,FOXF1+HOXB9,5.7652669456232155e-25,-0.5761177,Yes,173,7353,K562
FOXF1,HOXB9,ARL6IP5,FOXF1+HOXB9,0.0013944299428543,0.7145963,Yes,173,7353,K562
FOXF1,HOXB9,RGPD5,FOXF1+HOXB9,0.7594334491497131,-19.837933,No,173,7353,K562
FOXF1,HOXB9,RP11-20D14.6,FOXF1+HOXB9,0.995113388867479,-13.785096,No,173,7353,K562
FOXF1,HOXB9,ARHGAP25,FOXF1+HOXB9,0.9257908161108992,0.3167839,No,173,7353,K562
CNN1,UBASH3B,CYP3A5,UBASH3B+CNN1,0.0247860909418282,1.119987,Yes,355,7353,K562
CNN1,UBASH3B,KIF2C,UBASH3B+CNN1,8.49596639284554e-07,-0.5390682,Yes,355,7353,K562
CNN1,UBASH3B,SERPINB9,UBASH3B+CNN1,0.041298506202826,-0.88172936,Yes,355,7353,K562
CNN1,UBASH3B,RP11-1191J2.5,UBASH3B+CNN1,1.0,0.0,No,355,7353,K562
CNN1,UBASH3B,POLR2J3,UBASH3B+CNN1,0.0003640449466769,0.1346944,No,355,7353,K562
CNN1,UBASH3B,CTD-2314B22.1,UBASH3B+CNN1,1.0,0.0,No,355,7353,K562
CEBPB,PTPN12,PCAT14,CEBPB+PTPN12,0.0031676153696681,2.1604514,Yes,266,7353,K562
CEBPB,PTPN12,SPI1,CEBPB+PTPN12,0.0009982452551049,0.5604527,Yes,266,7353,K562
CEBPB,PTPN12,MT1E,CEBPB+PTPN12,1.7544453893988065e-06,-1.1164882,Yes,266,7353,K562
CEBPB,PTPN12,LINC01402,CEBPB+PTPN12,1.0,0.0,No,266,7353,K562
CEBPB,PTPN12,CTB-92J24.3,CEBPB+PTPN12,1.0,0.0,No,266,7353,K562
CEBPB,PTPN12,TGIF2LX,CEBPB+PTPN12,1.0,0.0,No,266,7353,K562
CEBPB,MAPK1,SERPING1,CEBPB+MAPK1,7.3337544700648e-21,1.4647394,Yes,337,7353,K562
CEBPB,MAPK1,AC020571.3,CEBPB+MAPK1,3.284151601031145e-08,1.7963088,Yes,337,7353,K562
CEBPB,MAPK1,GLRX,CEBPB+MAPK1,1.0661358398014682e-28,1.7283382,Yes,337,7353,K562
CEBPB,MAPK1,DNASE1,CEBPB+MAPK1,0.1817052701063178,0.7569978,No,337,7353,K562
CEBPB,MAPK1,AC022182.1,CEBPB+MAPK1,1.0,0.0,No,337,7353,K562
CEBPB,MAPK1,LIMS1,CEBPB+MAPK1,0.0192451999773403,0.14695174,No,337,7353,K562
FOSB,UBASH3B,SLC40A1,FOSB+UBASH3B,1.584163556481161e-05,0.62061274,Yes,363,7353,K562
FOSB,UBASH3B,LST1,FOSB+UBASH3B,2.605670342568042e-13,1.9173976,Yes,363,7353,K562
FOSB,UBASH3B,CSF3R,FOSB+UBASH3B,2.644046737071315e-06,1.558615,Yes,363,7353,K562
FOSB,UBASH3B,N4BP2L1,FOSB+UBASH3B,0.9023735491451764,-17.858746,No,363,7353,K562
FOSB,UBASH3B,BSND,FOSB+UBASH3B,1.0,0.0,No,363,7353,K562
FOSB,UBASH3B,KRT19,FOSB+UBASH3B,0.9965046064612262,-13.293727,No,363,7353,K562
ETS2,MAPK1,ARID5B,ETS2+MAPK1,3.7848642696089777e-19,1.6077385,Yes,432,7353,K562
ETS2,MAPK1,SH3BGRL,ETS2+MAPK1,3.489646619058868e-21,0.7793541,Yes,432,7353,K562
ETS2,MAPK1,AC079466.1,ETS2+MAPK1,8.863184918748328e-77,-1.664269,Yes,432,7353,K562
ETS2,MAPK1,GPX6,ETS2+MAPK1,1.0,0.0,No,432,7353,K562
ETS2,MAPK1,RP11-688G15.3,ETS2+MAPK1,1.0,0.0,No,432,7353,K562
ETS2,MAPK1,NUMB,ETS2+MAPK1,0.3807249379911896,0.4477439,No,432,7353,K562
SNAI1,UBASH3B,FAM19A2,SNAI1+UBASH3B,0.0161269013801919,-0.7843921,Yes,256,7353,K562
SNAI1,UBASH3B,ALAS2,SNAI1+UBASH3B,1.3094722185635108e-65,2.4416702,Yes,256,7353,K562
SNAI1,UBASH3B,TCF4,SNAI1+UBASH3B,1.2861686438710842e-10,0.7289279,Yes,256,7353,K562
SNAI1,UBASH3B,FXYD4,SNAI1+UBASH3B,1.0,0.0,No,256,7353,K562
SNAI1,UBASH3B,TTLL6,SNAI1+UBASH3B,0.9911323534626942,-14.954378,No,256,7353,K562
SNAI1,UBASH3B,CCDC74B,SNAI1+UBASH3B,0.9911323534626942,-14.754749,No,256,7353,K562
DUSP9,IGDCC3,UBE2H,DUSP9+IGDCC3,4.110455700830283e-09,1.0086551,Yes,323,7353,K562
DUSP9,IGDCC3,CD93,DUSP9+IGDCC3,1.290105443598025e-07,2.4036121,Yes,323,7353,K562
DUSP9,IGDCC3,TF,DUSP9+IGDCC3,9.083654330269759e-21,4.07378,Yes,323,7353,K562
DUSP9,IGDCC3,LINC01393,DUSP9+IGDCC3,1.0,0.0,No,323,7353,K562
DUSP9,IGDCC3,P2RX7,DUSP9+IGDCC3,0.9801673650316656,-15.868206,No,323,7353,K562
DUSP9,IGDCC3,SLC34A3,DUSP9+IGDCC3,1.0,0.0,No,323,7353,K562
CBL,PTPN12,AIF1,CBL+PTPN12,5.528279441728199e-17,-1.2981552,Yes,257,7353,K562
CBL,PTPN12,S100A11,CBL+PTPN12,5.168614737367987e-42,-1.0677072,Yes,257,7353,K562
CBL,PTPN12,TCF4,CBL+PTPN12,1.2019248579627839e-17,0.9567184,Yes,257,7353,K562
CBL,PTPN12,ADRBK2,CBL+PTPN12,0.1923438091908098,-1.4728518,No,257,7353,K562
CBL,PTPN12,SPNS2,CBL+PTPN12,0.9940770220829264,-14.037351,No,257,7353,K562
CBL,PTPN12,COL18A1-AS2,CBL+PTPN12,1.0,0.0,No,257,7353,K562
CEBPB,OSR2,SNX10,CEBPB+OSR2,1.859243539305793e-06,1.2884612,Yes,188,7353,K562
CEBPB,OSR2,CENPF,CEBPB+OSR2,4.107811214169494e-11,-0.5891898,Yes,188,7353,K562
CEBPB,OSR2,ITGB2,CEBPB+OSR2,3.104013993958778e-13,3.942473,Yes,188,7353,K562
CEBPB,OSR2,AC007787.2,CEBPB+OSR2,1.0,0.0,No,188,7353,K562
CEBPB,OSR2,RP11-796E2.4,CEBPB+OSR2,0.5283767539562341,0.65026927,No,188,7353,K562
CEBPB,OSR2,TTLL7,CEBPB+OSR2,0.98472034277358,0.30032492,No,188,7353,K562
CEBPE,PTPN12,CORO1A,CEBPE+PTPN12,0.006483787253469,1.1914942,Yes,317,7353,K562
CEBPE,PTPN12,ARHGDIB,CEBPE+PTPN12,0.0140091360883585,0.7698686,Yes,317,7353,K562
CEBPE,PTPN12,APOBR,CEBPE+PTPN12,0.0016742704497063,1.0775075,Yes,317,7353,K562
CEBPE,PTPN12,ZBED6,CEBPE+PTPN12,0.9704898147155038,0.23866463,No,317,7353,K562
CEBPE,PTPN12,RP11-70C1.1,CEBPE+PTPN12,1.0,0.0,No,317,7353,K562
CEBPE,PTPN12,NUMB,CEBPE+PTPN12,0.5819638326889796,0.2619033,No,317,7353,K562
S1PR2,SGK1,FAM178B,SGK1+S1PR2,2.498926404547253e-10,-1.5067496,Yes,312,7353,K562
S1PR2,SGK1,CCS,SGK1+S1PR2,0.0309303087932218,0.6423819,Yes,312,7353,K562
S1PR2,SGK1,VAT1,SGK1+S1PR2,0.0001895875639617,0.60134447,Yes,312,7353,K562
S1PR2,SGK1,FAM159A,SGK1+S1PR2,0.9869952485472916,-14.958015,No,312,7353,K562
S1PR2,SGK1,HOXB3,SGK1+S1PR2,0.9524774045520392,0.16689157,No,312,7353,K562
S1PR2,SGK1,C10orf53,SGK1+S1PR2,1.0,0.0,No,312,7353,K562
DUSP9,KLF1,CEBPD,DUSP9+KLF1,9.229722908117924e-05,-0.9932716,Yes,320,7353,K562
DUSP9,KLF1,LGALS1,DUSP9+KLF1,8.720784491872059e-32,0.8175836,Yes,320,7353,K562
DUSP9,KLF1,FAXDC2,DUSP9+KLF1,0.000360573553392,1.9292684,Yes,320,7353,K562
DUSP9,KLF1,MMP19,DUSP9+KLF1,0.9605031559893008,1.2554436,No,320,7353,K562
DUSP9,KLF1,AMHR2,DUSP9+KLF1,0.2911799438992697,0.26875448,No,320,7353,K562
