source,target,condition,significance,log2fc,level,n_cells_condition,n_cells_control,cell_line
VPS54,RLF,VPS54+ctrl,0.8310893857736281,0.004523039,No,230,11485,RPE1
VPS54,RTN4,VPS54+ctrl,0.2327578110833368,-0.01984346,No,230,11485,RPE1
VPS54,FN3KRP,VPS54+ctrl,0.1803081303172486,-0.28265905,No,230,11485,RPE1
POLD1,MAB21L1,POLD1+ctrl,0.0135322275362309,-1.1214321,Yes,92,11485,RPE1
POLD1,PAK1IP1,POLD1+ctrl,0.0001433083345903,-1.063347,Yes,92,11485,RPE1
POLD1,RPF2,POLD1+ctrl,0.0130593577957593,-0.7656338,Yes,92,11485,RPE1
POLD1,ERCC5,POLD1+ctrl,0.1654374471424168,0.22621179,No,92,11485,RPE1
POLD1,TST,POLD1+ctrl,0.4149853625698184,0.030570745,No,92,11485,RPE1
POLD1,AC005261.1,POLD1+ctrl,0.3085029593719655,0.4860475,No,92,11485,RPE1
TP53RK,CEP55,TP53RK+ctrl,2.8131666173923756e-08,-1.0849873,Yes,85,11485,RPE1
TP53RK,TBRG1,TP53RK+ctrl,7.550755813130613e-05,0.95152605,Yes,85,11485,RPE1
TP53RK,ATF4,TP53RK+ctrl,1.4782194527776669e-33,1.360184,Yes,85,11485,RPE1
TP53RK,MOB2,TP53RK+ctrl,0.6832582634831466,-0.13012695,No,85,11485,RPE1
TP53RK,FICD,TP53RK+ctrl,0.7276197664950439,-0.25104332,No,85,11485,RPE1
TP53RK,SAMD8,TP53RK+ctrl,0.7782696134243641,0.2991686,No,85,11485,RPE1
CDC27,MAD2L1,CDC27+ctrl,0.0004031309453761,-1.3408164,Yes,30,11485,RPE1
CDC27,TP53TG1,CDC27+ctrl,0.0343427973106136,1.1969861,Yes,30,11485,RPE1
CDC27,PHF14,CDC27+ctrl,0.0307286784937277,-0.9812454,Yes,30,11485,RPE1
CDC27,ZNF652,CDC27+ctrl,0.1801628758690263,0.9798887,No,30,11485,RPE1
CDC27,LRRC75A,CDC27+ctrl,0.6207560251122377,-0.009555578,No,30,11485,RPE1
CDC27,TMEM200A,CDC27+ctrl,0.1928862992282605,0.8811524,No,30,11485,RPE1
CENPN,MME,CENPN+ctrl,0.0093059452501681,-0.5414349,Yes,73,11485,RPE1
CENPN,CA9,CENPN+ctrl,0.0034530280604649,1.008097,Yes,73,11485,RPE1
CENPN,RFC2,CENPN+ctrl,9.251968761320983e-06,-1.4007548,Yes,73,11485,RPE1
CENPN,ASAH1,CENPN+ctrl,0.8221050121608058,0.11144531,No,73,11485,RPE1
CENPN,MICA,CENPN+ctrl,0.3357280047096485,0.23012877,No,73,11485,RPE1
CENPN,RAB27B,CENPN+ctrl,0.8112951660557822,-0.18535352,No,73,11485,RPE1
LZTR1,WDR45,LZTR1+ctrl,0.0426233719008617,-0.59719443,Yes,207,11485,RPE1
LZTR1,PSMC3IP,LZTR1+ctrl,1.4984647915416632e-08,-1.8998883,Yes,207,11485,RPE1
LZTR1,ZSCAN26,LZTR1+ctrl,0.0362977205822834,1.0125213,Yes,207,11485,RPE1
LZTR1,GOLIM4,LZTR1+ctrl,0.3221942863181828,0.09567678,No,207,11485,RPE1
LZTR1,MOB2,LZTR1+ctrl,0.1801019419293695,-0.44462585,No,207,11485,RPE1
LZTR1,RPL22L1,LZTR1+ctrl,0.2293169567904123,0.008833051,No,207,11485,RPE1
TOMM20,ANP32E,TOMM20+ctrl,0.0003112486713198,-0.5019722,Yes,63,11485,RPE1
TOMM20,ITGA6,TOMM20+ctrl,0.005533069332709,0.57903767,Yes,63,11485,RPE1
TOMM20,NCAPG,TOMM20+ctrl,0.0181284189186179,-0.59649175,Yes,63,11485,RPE1
TOMM20,TIPIN,TOMM20+ctrl,0.946190738284308,-0.012096643,No,63,11485,RPE1
TOMM20,MPP1,TOMM20+ctrl,0.8231129289348317,0.11180282,No,63,11485,RPE1
TOMM20,DDI2,TOMM20+ctrl,0.949479401514436,-0.24762559,No,63,11485,RPE1
PPP1R7,LAS1L,PPP1R7+ctrl,0.0173962814356527,-1.5111035,Yes,39,11485,RPE1
PPP1R7,HSPH1,PPP1R7+ctrl,0.0009484059337572,-0.62453866,Yes,39,11485,RPE1
PPP1R7,STK38L,PPP1R7+ctrl,0.0067698515479571,1.2483821,Yes,39,11485,RPE1
PPP1R7,EID2B,PPP1R7+ctrl,0.8096880550132335,0.24444723,No,39,11485,RPE1
PPP1R7,TSC22D2,PPP1R7+ctrl,0.5569579514158742,-0.34488273,No,39,11485,RPE1
PPP1R7,TERF2,PPP1R7+ctrl,0.984555607121266,-0.14559078,No,39,11485,RPE1
TAF11,SNHG1,TAF11+ctrl,0.0245064685982854,-0.5473708,Yes,113,11485,RPE1
TAF11,ZNF667-AS1,TAF11+ctrl,0.048649427506909,0.8196864,Yes,113,11485,RPE1
TAF11,THOC6,TAF11+ctrl,0.000530535826089,-1.9550054,Yes,113,11485,RPE1
TAF11,MBP,TAF11+ctrl,0.5872851161953995,0.47745824,No,113,11485,RPE1
TAF11,ARF4,TAF11+ctrl,0.1645079452840159,-0.09400511,No,113,11485,RPE1
TAF11,TCTA,TAF11+ctrl,0.0638807611504566,0.49697173,No,113,11485,RPE1
GTF2E2,GJC1,GTF2E2+ctrl,2.818106435042421e-06,-1.030964,Yes,265,11485,RPE1
GTF2E2,TJP2,GTF2E2+ctrl,1.0906006848943505e-05,-1.0998924,Yes,265,11485,RPE1
GTF2E2,ENC1,GTF2E2+ctrl,1.9849905244115424e-11,0.56683564,Yes,265,11485,RPE1
GTF2E2,PPM1A,GTF2E2+ctrl,0.2242035641586826,0.4165082,No,265,11485,RPE1
GTF2E2,TGS1,GTF2E2+ctrl,0.0765936567427044,-0.17966068,No,265,11485,RPE1
GTF2E2,POLR2J3,GTF2E2+ctrl,0.1093628991190203,-0.10064161,No,265,11485,RPE1
TREX2,PTN,TREX2+ctrl,4.145620268111714e-05,-0.6159034,Yes,384,11485,RPE1
TREX2,SCARA3,TREX2+ctrl,0.0428465397421887,-0.8278115,Yes,384,11485,RPE1
TREX2,EXOSC2,TREX2+ctrl,0.0014532966075192,-0.6277795,Yes,384,11485,RPE1
TREX2,CHD7,TREX2+ctrl,0.9932170480195648,-0.073426485,No,384,11485,RPE1
TREX2,PRKDC,TREX2+ctrl,2.1018303533960237e-33,-0.36353162,No,384,11485,RPE1
TREX2,FTH1,TREX2+ctrl,1.479487234884546e-40,0.09095049,No,384,11485,RPE1
RCCD1,DHFR,RCCD1+ctrl,6.406584118450579e-05,-0.6416969,Yes,98,11485,RPE1
RCCD1,CDC25B,RCCD1+ctrl,0.0204964499347652,-1.0285039,Yes,98,11485,RPE1
RCCD1,PLCB4,RCCD1+ctrl,0.0088547020795279,0.7088604,Yes,98,11485,RPE1
RCCD1,RHOQ,RCCD1+ctrl,0.3097835912820544,0.23822129,No,98,11485,RPE1
RCCD1,OCEL1,RCCD1+ctrl,0.9786649617540502,-0.1417911,No,98,11485,RPE1
RCCD1,ECHDC2,RCCD1+ctrl,0.3675562294199496,0.19433951,No,98,11485,RPE1
TUT1,AL445524.1,TUT1+ctrl,0.0287880592344298,-1.2017918,Yes,222,11485,RPE1
TUT1,FANCD2,TUT1+ctrl,0.0406756705535756,-0.782742,Yes,222,11485,RPE1
TUT1,TNFRSF10D,TUT1+ctrl,0.0122307073558745,0.54565585,Yes,222,11485,RPE1
TUT1,MTRNR2L8,TUT1+ctrl,0.9128287549138504,0.15258574,No,222,11485,RPE1
TUT1,RC3H2,TUT1+ctrl,0.7153925892327464,0.044551134,No,222,11485,RPE1
TUT1,AGO2,TUT1+ctrl,0.4993304387692127,-0.12971699,No,222,11485,RPE1
SARS2,NME3,SARS2+ctrl,1.3049059378516676e-14,-3.3725922,Yes,108,11485,RPE1
SARS2,PLCE1,SARS2+ctrl,0.0157161829545395,0.5412259,Yes,108,11485,RPE1
SARS2,ZNF330,SARS2+ctrl,0.0408507087129755,-0.77428246,Yes,108,11485,RPE1
SARS2,SNRNP200,SARS2+ctrl,0.1792638079816845,-0.1894142,No,108,11485,RPE1
SARS2,SKA2,SARS2+ctrl,0.8159861836956216,0.0039387345,No,108,11485,RPE1
SARS2,EIF4EBP1,SARS2+ctrl,0.9258228874912326,0.017265856,No,108,11485,RPE1
PAF1,SUZ12,PAF1+ctrl,0.0032629315688592,-0.5153785,Yes,67,11485,RPE1
PAF1,ARHGAP5,PAF1+ctrl,0.0164993936879581,0.5576271,Yes,67,11485,RPE1
PAF1,GOLGA2,PAF1+ctrl,0.0005911954929694,0.9563303,Yes,67,11485,RPE1
PAF1,ARHGAP26,PAF1+ctrl,0.5757225765924812,-0.10947347,No,67,11485,RPE1
PAF1,TBL1X,PAF1+ctrl,0.1536105550158463,-0.8857322,No,67,11485,RPE1
PAF1,ATG4B,PAF1+ctrl,0.061033993106687,0.8777852,No,67,11485,RPE1
ADAM10,GPSM2,ADAM10+ctrl,0.0269980123722876,-0.53965306,Yes,358,11485,RPE1
ADAM10,BTN2A1,ADAM10+ctrl,9.105055840180596e-05,0.7060032,Yes,358,11485,RPE1
ADAM10,EPAS1,ADAM10+ctrl,0.0299775158624211,0.61574435,Yes,358,11485,RPE1
ADAM10,ECI2,ADAM10+ctrl,1.1551264532400925e-07,-0.16859534,No,358,11485,RPE1
ADAM10,RPF2,ADAM10+ctrl,0.7452018263198769,0.02114439,No,358,11485,RPE1
ADAM10,OSBP,ADAM10+ctrl,0.9283039965327926,-0.002067566,No,358,11485,RPE1
FBXL14,AIG1,FBXL14+ctrl,0.0063029162061452,0.5003679,Yes,91,11485,RPE1
FBXL14,ZFAND3,FBXL14+ctrl,0.0435432545579588,0.8005378,Yes,91,11485,RPE1
FBXL14,ZNRD1,FBXL14+ctrl,0.0329752016756576,-1.1445954,Yes,91,11485,RPE1
FBXL14,HACD1,FBXL14+ctrl,0.4254538721545344,-0.17079413,No,91,11485,RPE1
FBXL14,PARP14,FBXL14+ctrl,0.6869069650825268,0.09981251,No,91,11485,RPE1
FBXL14,AEBP2,FBXL14+ctrl,0.4337030179621238,-0.31281114,No,91,11485,RPE1
LIN52,CLSPN,LIN52+ctrl,0.0005798300884135,-1.4667629,Yes,31,11485,RPE1
LIN52,UBALD1,LIN52+ctrl,0.0400239406838315,0.86851454,Yes,31,11485,RPE1
LIN52,USP8,LIN52+ctrl,0.00406847118857,0.67153686,Yes,31,11485,RPE1
LIN52,RHOT2,LIN52+ctrl,0.8319750942357239,-0.4947803,No,31,11485,RPE1
LIN52,CCNL1,LIN52+ctrl,0.300548600461979,-0.5954826,No,31,11485,RPE1
LIN52,XKR8,LIN52+ctrl,0.7255203265210283,-0.20223475,No,31,11485,RPE1
TUBGCP4,BSDC1,TUBGCP4+ctrl,0.0076228040027473,0.7512717,Yes,95,11485,RPE1
TUBGCP4,CCNE2,TUBGCP4+ctrl,0.0283997232889897,-2.0929108,Yes,95,11485,RPE1
TUBGCP4,AURKA,TUBGCP4+ctrl,0.000732760474766,-0.8827089,Yes,95,11485,RPE1
TUBGCP4,DUSP4,TUBGCP4+ctrl,0.820341438636401,0.0709362,No,95,11485,RPE1
TUBGCP4,CMTR2,TUBGCP4+ctrl,0.7575544298994032,0.15968704,No,95,11485,RPE1
TUBGCP4,MAML2,TUBGCP4+ctrl,0.6835892687315381,0.027939558,No,95,11485,RPE1
RIOK1,EVI5,RIOK1+ctrl,0.0026253009789941,0.54196405,Yes,44,11485,RPE1
RIOK1,CDCA3,RIOK1+ctrl,0.001792594492047,-1.0674992,Yes,44,11485,RPE1
RIOK1,AHDC1,RIOK1+ctrl,0.0397027676929998,0.9521835,Yes,44,11485,RPE1
RIOK1,VAMP4,RIOK1+ctrl,0.5479947819218416,-0.95234656,No,44,11485,RPE1
RIOK1,S100PBP,RIOK1+ctrl,0.6785101826139498,-0.18404841,No,44,11485,RPE1
RIOK1,PITHD1,RIOK1+ctrl,0.6899942586544131,-0.032936215,No,44,11485,RPE1
CDC73,CDCA4,CDC73+ctrl,0.0247010383964677,-0.8785536,Yes,56,11485,RPE1
CDC73,CARHSP1,CDC73+ctrl,7.869904091711577e-06,-0.8505573,Yes,56,11485,RPE1
CDC73,LMNB1,CDC73+ctrl,1.5015642351466025e-07,-2.656561,Yes,56,11485,RPE1
CDC73,PYCR1,CDC73+ctrl,0.0633063919970963,-0.62901616,No,56,11485,RPE1
CDC73,KHSRP,CDC73+ctrl,0.215253448362193,-0.24348879,No,56,11485,RPE1
CDC73,VIM,CDC73+ctrl,0.1299962360453404,-0.050680876,No,56,11485,RPE1
SUPT20H,CLDND1,SUPT20H+ctrl,0.0006698279346047,0.78413093,Yes,179,11485,RPE1
SUPT20H,CA9,SUPT20H+ctrl,0.0075616391615017,-1.1954372,Yes,179,11485,RPE1
SUPT20H,CUL4B,SUPT20H+ctrl,3.1286693750552545e-08,-0.6563831,Yes,179,11485,RPE1
SUPT20H,MBOAT2,SUPT20H+ctrl,0.5116607351896161,-0.13385749,No,179,11485,RPE1
SUPT20H,FAM219B,SUPT20H+ctrl,0.1668347525818312,0.5425248,No,179,11485,RPE1
SUPT20H,LIG4,SUPT20H+ctrl,0.4384704112034587,0.43809342,No,179,11485,RPE1
NDOR1,ZWILCH,NDOR1+ctrl,0.0396083639514921,-0.8144481,Yes,64,11485,RPE1
NDOR1,BRCA1,NDOR1+ctrl,0.0066315003220052,-0.77010775,Yes,64,11485,RPE1
NDOR1,FEN1,NDOR1+ctrl,0.0002040553653184,-1.0952592,Yes,64,11485,RPE1
NDOR1,SC5D,NDOR1+ctrl,0.4910436102280571,0.5517621,No,64,11485,RPE1
NDOR1,HS1BP3,NDOR1+ctrl,0.8316924734699889,-0.16805601,No,64,11485,RPE1
NDOR1,HJURP,NDOR1+ctrl,0.060650828944631,-0.8997388,No,64,11485,RPE1
SF3B5,UACA,SF3B5+ctrl,1.7868619195885946e-05,-0.53583646,Yes,62,11485,RPE1
SF3B5,FRYL,SF3B5+ctrl,0.0028190444249477,-1.0700023,Yes,62,11485,RPE1
SF3B5,CACYBP,SF3B5+ctrl,1.1529966252583997e-12,-0.8944515,Yes,62,11485,RPE1
SF3B5,DNAL4,SF3B5+ctrl,0.6005145506216604,0.6344578,No,62,11485,RPE1
SF3B5,RBL2,SF3B5+ctrl,0.6048799433387555,-0.28741622,No,62,11485,RPE1
SF3B5,ZNF267,SF3B5+ctrl,0.4771204208721347,0.42396498,No,62,11485,RPE1
CASC3,CHKB,CASC3+ctrl,0.0066480791363579,0.9800775,Yes,168,11485,RPE1
CASC3,MALT1,CASC3+ctrl,0.0373614919812625,0.59055996,Yes,168,11485,RPE1
CASC3,SNHG19,CASC3+ctrl,7.532120737966273e-07,-0.88607204,Yes,168,11485,RPE1
CASC3,RPS6KA2,CASC3+ctrl,0.0126182294088055,0.28484613,No,168,11485,RPE1
CASC3,LAMP1,CASC3+ctrl,0.6156764773061973,-0.05763036,No,168,11485,RPE1
CASC3,TMEM38B,CASC3+ctrl,0.8788456525202134,-0.037231207,No,168,11485,RPE1
TRAPPC3,TPX2,TRAPPC3+ctrl,3.583297879218922e-10,-1.2372552,Yes,73,11485,RPE1
TRAPPC3,FAM111A,TRAPPC3+ctrl,0.004938528353687,-0.968359,Yes,73,11485,RPE1
TRAPPC3,GDF6,TRAPPC3+ctrl,6.878921390439525e-06,-1.999673,Yes,73,11485,RPE1
TRAPPC3,TFAP2A,TRAPPC3+ctrl,0.88702117012936,-0.03812945,No,73,11485,RPE1
TRAPPC3,CHD1,TRAPPC3+ctrl,0.2547812476883024,0.18526834,No,73,11485,RPE1
TRAPPC3,NIPSNAP2,TRAPPC3+ctrl,0.0486766248883446,-0.4009782,No,73,11485,RPE1
TIMM10,MCM2,TIMM10+ctrl,0.0285026017326604,-1.0341446,Yes,108,11485,RPE1
TIMM10,LBR,TIMM10+ctrl,6.221649547357535e-08,-0.9932112,Yes,108,11485,RPE1
TIMM10,NMU,TIMM10+ctrl,0.0313443394272387,-1.2499368,Yes,108,11485,RPE1
TIMM10,CAB39,TIMM10+ctrl,0.9221519292026572,-0.0014958382,No,108,11485,RPE1
TIMM10,KRT7,TIMM10+ctrl,0.9601087077912942,0.028106153,No,108,11485,RPE1
TIMM10,PSMB9,TIMM10+ctrl,0.6329577816113818,-0.36255908,No,108,11485,RPE1
PPP2CA,NUF2,PPP2CA+ctrl,9.688159006569847e-05,-1.1605119,Yes,94,11485,RPE1
PPP2CA,CTBS,PPP2CA+ctrl,0.0121264530802248,0.7196598,Yes,94,11485,RPE1
PPP2CA,METTL1,PPP2CA+ctrl,0.0387678758874383,-1.4559894,Yes,94,11485,RPE1
PPP2CA,AGPAT5,PPP2CA+ctrl,0.0822567670087396,-0.34100568,No,94,11485,RPE1
PPP2CA,AC026356.2,PPP2CA+ctrl,0.5140135136608519,0.2510364,No,94,11485,RPE1
PPP2CA,TTC39C,PPP2CA+ctrl,0.2726801629818712,-0.67981625,No,94,11485,RPE1
RUVBL1,SMCHD1,RUVBL1+ctrl,6.047101184221197e-07,-0.76413816,Yes,103,11485,RPE1
RUVBL1,TGFBI,RUVBL1+ctrl,1.3329369861537252e-12,0.6468047,Yes,103,11485,RPE1
RUVBL1,TUBB,RUVBL1+ctrl,1.5832105903821958e-47,-0.82050216,Yes,103,11485,RPE1
RUVBL1,DIP2B,RUVBL1+ctrl,0.8577448151377884,0.095139265,No,103,11485,RPE1
RUVBL1,IMPA1,RUVBL1+ctrl,0.2510587051970337,-0.3924334,No,103,11485,RPE1
RUVBL1,ESCO1,RUVBL1+ctrl,0.1273585484368732,0.7429825,No,103,11485,RPE1
TIMM23B,E2F1,TIMM23B+ctrl,2.3184061839986233e-09,-1.5268583,Yes,343,11485,RPE1
TIMM23B,ALDH7A1,TIMM23B+ctrl,1.164638010260222e-06,-0.607564,Yes,343,11485,RPE1
TIMM23B,TGIF2,TIMM23B+ctrl,0.0415562733944269,-0.88379717,Yes,343,11485,RPE1
TIMM23B,ZCCHC3,TIMM23B+ctrl,0.6692765957915723,0.29370117,No,343,11485,RPE1
TIMM23B,DCBLD2,TIMM23B+ctrl,0.557281172624241,0.0028492212,No,343,11485,RPE1
TIMM23B,ZNF561-AS1,TIMM23B+ctrl,0.73312869864791,0.11997533,No,343,11485,RPE1
TMEM258,GPRC5C,TMEM258+ctrl,0.0281145163379391,1.0218215,Yes,62,11485,RPE1
TMEM258,LOXL1-AS1,TMEM258+ctrl,0.0374614271544831,-1.2140644,Yes,62,11485,RPE1
TMEM258,CASP8AP2,TMEM258+ctrl,0.0427926621467491,-0.7234459,Yes,62,11485,RPE1
TMEM258,FGF5,TMEM258+ctrl,0.1719285414753258,-0.25176167,No,62,11485,RPE1
TMEM258,RXRB,TMEM258+ctrl,0.2384587844717606,-1.0721459,No,62,11485,RPE1
TMEM258,TARDBP,TMEM258+ctrl,0.802050134189861,0.048701048,No,62,11485,RPE1
OLFML3,SCG5,OLFML3+ctrl,0.0002156607432741,0.5383079,Yes,135,11485,RPE1
OLFML3,KIN,OLFML3+ctrl,0.0393874245460949,0.5357382,Yes,135,11485,RPE1
OLFML3,HLA-B,OLFML3+ctrl,7.304044541483122e-07,0.5666974,Yes,135,11485,RPE1
OLFML3,TMEM68,OLFML3+ctrl,0.2868755940508731,0.42338753,No,135,11485,RPE1
OLFML3,NIPAL3,OLFML3+ctrl,0.4676721822229314,-0.21279049,No,135,11485,RPE1
OLFML3,NCOA2,OLFML3+ctrl,0.5631696425589942,-0.5689306,No,135,11485,RPE1
RTF1,PDLIM5,RTF1+ctrl,3.794166456449082e-05,-0.79914486,Yes,44,11485,RPE1
RTF1,C9orf40,RTF1+ctrl,0.0019344482598011,-2.4338186,Yes,44,11485,RPE1
RTF1,CENPV,RTF1+ctrl,0.0002738861986037,-2.4329035,Yes,44,11485,RPE1
RTF1,LARP4B,RTF1+ctrl,0.8525350348890797,0.00020551682,No,44,11485,RPE1
RTF1,DCBLD2,RTF1+ctrl,3.4899547239980306e-12,-0.47362292,No,44,11485,RPE1
RTF1,SELENOM,RTF1+ctrl,0.990314159521034,-0.0033473969,No,44,11485,RPE1
CNOT2,KRTAP2-3,CNOT2+ctrl,3.4764630488287326e-10,2.9036448,Yes,62,11485,RPE1
CNOT2,SYNE2,CNOT2+ctrl,1.621153717474195e-05,-1.0936704,Yes,62,11485,RPE1
CNOT2,PDLIM1,CNOT2+ctrl,3.674063532442544e-05,0.5403566,Yes,62,11485,RPE1
CNOT2,NQO2,CNOT2+ctrl,0.0769803897959984,-0.8121201,No,62,11485,RPE1
CNOT2,PRTFDC1,CNOT2+ctrl,0.2409171631907808,-1.093816,No,62,11485,RPE1
CNOT2,FJX1,CNOT2+ctrl,0.9045972537857764,0.032372713,No,62,11485,RPE1
NUP160,XRCC6,NUP160+ctrl,3.5505133767280824e-14,-0.73274994,Yes,62,11485,RPE1
NUP160,ACTA2,NUP160+ctrl,1.6751483380400904e-06,2.2249086,Yes,62,11485,RPE1
NUP160,WDHD1,NUP160+ctrl,0.0006270220351365,-3.6856253,Yes,62,11485,RPE1
NUP160,SH3PXD2A,NUP160+ctrl,0.2982395566364394,-1.2294271,No,62,11485,RPE1
NUP160,SIX4,NUP160+ctrl,0.5200747693095398,0.4152491,No,62,11485,RPE1
NUP160,CASD1,NUP160+ctrl,0.4740836971993047,0.45067906,No,62,11485,RPE1
POLR2I,DYRK4,POLR2I+ctrl,0.0023639262901286,-0.50557506,Yes,143,11485,RPE1
POLR2I,MYBL1,POLR2I+ctrl,1.0948579190919773e-05,-1.3179241,Yes,143,11485,RPE1
POLR2I,CLN8,POLR2I+ctrl,0.0438340803372899,0.8001058,Yes,143,11485,RPE1
POLR2I,MIR100HG,POLR2I+ctrl,0.5508517504257346,-0.03140676,No,143,11485,RPE1
POLR2I,CCDC174,POLR2I+ctrl,0.3158582083132116,0.66297793,No,143,11485,RPE1
POLR2I,IDI1,POLR2I+ctrl,0.1105379187665426,-0.46805215,No,143,11485,RPE1
RPL26,ARHGAP5,RPL26+ctrl,0.0094455395734253,0.5963167,Yes,46,11485,RPE1
RPL26,PIMREG,RPL26+ctrl,0.01716400442862,-3.5491698,Yes,46,11485,RPE1
RPL26,POC1A,RPL26+ctrl,0.010373706959187,-2.2316887,Yes,46,11485,RPE1
RPL26,XYLT2,RPL26+ctrl,0.5966392951190427,-1.1087487,No,46,11485,RPE1
RPL26,KRI1,RPL26+ctrl,0.3223695418121418,-0.69680667,No,46,11485,RPE1
RPL26,AVPI1,RPL26+ctrl,0.5298238011745517,-0.08281696,No,46,11485,RPE1
HAUS4,TRIAP1,HAUS4+ctrl,7.45951152689122e-09,0.7364887,Yes,153,11485,RPE1
HAUS4,TNFRSF10D,HAUS4+ctrl,6.28031291482802e-10,1.1275228,Yes,153,11485,RPE1
HAUS4,TUBA1B,HAUS4+ctrl,1.2918610233939262e-48,-0.5358304,Yes,153,11485,RPE1
HAUS4,LDLR,HAUS4+ctrl,0.4038660366009553,-0.9340172,No,153,11485,RPE1
HAUS4,ETV6,HAUS4+ctrl,0.5167237571000041,-0.30760598,No,153,11485,RPE1
HAUS4,ZNF32,HAUS4+ctrl,0.06082740214849,0.33217955,No,153,11485,RPE1
DNAJC8,CHKA,DNAJC8+ctrl,0.016609498901648,0.8578329,Yes,138,11485,RPE1
DNAJC8,MYSM1,DNAJC8+ctrl,0.018817726255972,0.562482,Yes,138,11485,RPE1
DNAJC8,CHML,DNAJC8+ctrl,8.252834853441369e-07,-0.7899798,Yes,138,11485,RPE1
DNAJC8,ZNF579,DNAJC8+ctrl,0.8946126858760992,-0.043709755,No,138,11485,RPE1
DNAJC8,STX8,DNAJC8+ctrl,0.1095250641247037,0.43417096,No,138,11485,RPE1
DNAJC8,SSBP3,DNAJC8+ctrl,0.4866849924310662,0.32781982,No,138,11485,RPE1
NUP133,FBXO5,NUP133+ctrl,2.4260048002756797e-05,-1.4538703,Yes,106,11485,RPE1
NUP133,CCNF,NUP133+ctrl,0.0276755053995335,-1.4963923,Yes,106,11485,RPE1
NUP133,MRE11,NUP133+ctrl,0.0363387423944204,-0.7858591,Yes,106,11485,RPE1
NUP133,DOHH,NUP133+ctrl,0.070007073730016,-0.6833823,No,106,11485,RPE1
NUP133,KLHL9,NUP133+ctrl,0.1661993786592948,-0.4964218,No,106,11485,RPE1
NUP133,NRM,NUP133+ctrl,0.1894962572629254,-0.72091746,No,106,11485,RPE1
MRPL32,SPINT2,MRPL32+ctrl,0.0152815306976105,1.0406096,Yes,72,11485,RPE1
MRPL32,GREM1,MRPL32+ctrl,0.013607951101434,0.55356014,Yes,72,11485,RPE1
MRPL32,TSPYL4,MRPL32+ctrl,0.0068809337360637,0.94889843,Yes,72,11485,RPE1
MRPL32,SMURF1,MRPL32+ctrl,0.8526594989061388,0.08176851,No,72,11485,RPE1
MRPL32,PPAT,MRPL32+ctrl,0.3008412472054552,0.32272053,No,72,11485,RPE1
MRPL32,XYLT2,MRPL32+ctrl,0.5656376623255691,-0.70543647,No,72,11485,RPE1
DDX5,RDH5,DDX5+ctrl,0.0183829360379169,0.73068357,Yes,197,11485,RPE1
DDX5,FNDC4,DDX5+ctrl,0.0025668571279908,0.72971725,Yes,197,11485,RPE1
DDX5,NDC1,DDX5+ctrl,0.0251727615904456,-0.742332,Yes,197,11485,RPE1
DDX5,TP53INP1,DDX5+ctrl,0.4173016125703415,0.7236974,No,197,11485,RPE1
DDX5,TNFRSF1A,DDX5+ctrl,0.8376373314257515,0.03126111,No,197,11485,RPE1
DDX5,TCF4,DDX5+ctrl,0.227157593012536,0.18136537,No,197,11485,RPE1
NDUFA2,BICD1,NDUFA2+ctrl,0.0015194234505596,0.8260031,Yes,29,11485,RPE1
NDUFA2,TUT4,NDUFA2+ctrl,0.0100336792878209,-1.4082162,Yes,29,11485,RPE1
NDUFA2,ANKIB1,NDUFA2+ctrl,0.0427117136921176,-0.85131824,Yes,29,11485,RPE1
NDUFA2,FTH1,NDUFA2+ctrl,7.250462163527946e-11,0.2816007,No,29,11485,RPE1
NDUFA2,NEAT1,NDUFA2+ctrl,0.2270036583156079,0.06184411,No,29,11485,RPE1
NDUFA2,PXK,NDUFA2+ctrl,0.9163151535425608,0.028750658,No,29,11485,RPE1
EIF3CL,PCMTD1,EIF3CL+ctrl,3.689928591899808e-08,0.6958294,Yes,337,11485,RPE1
EIF3CL,SCML1,EIF3CL+ctrl,0.0141403195427732,-1.144584,Yes,337,11485,RPE1
EIF3CL,TIMM9,EIF3CL+ctrl,4.80365510411853e-21,0.79680973,Yes,337,11485,RPE1
EIF3CL,GABPB1,EIF3CL+ctrl,0.5581954140559139,0.041561127,No,337,11485,RPE1
EIF3CL,AIMP1,EIF3CL+ctrl,0.0867388191845863,0.13190615,No,337,11485,RPE1
EIF3CL,SETX,EIF3CL+ctrl,0.0614555855628008,-0.23427427,No,337,11485,RPE1
TTK,HBP1,TTK+ctrl,3.639372245380859e-05,1.8329234,Yes,76,11485,RPE1
TTK,DEPDC1,TTK+ctrl,3.7456734392688747e-10,-3.435855,Yes,76,11485,RPE1
TTK,ISG15,TTK+ctrl,0.0249035386513265,0.6620525,Yes,76,11485,RPE1
TTK,PXK,TTK+ctrl,0.8323626709263012,0.15320194,No,76,11485,RPE1
TTK,GUF1,TTK+ctrl,0.287391363182546,-0.57433486,No,76,11485,RPE1
TTK,C2orf68,TTK+ctrl,0.9617849605583594,-0.029092789,No,76,11485,RPE1
MCMBP,HDDC3,MCMBP+ctrl,0.0383433838027425,-0.7795031,Yes,88,11485,RPE1
MCMBP,ATP6V0A2,MCMBP+ctrl,0.0479963955310742,-1.8980782,Yes,88,11485,RPE1
MCMBP,VRK1,MCMBP+ctrl,0.0147808837513462,-0.76389194,Yes,88,11485,RPE1
MCMBP,MPP6,MCMBP+ctrl,0.4772470125939436,-0.3889618,No,88,11485,RPE1
